rank,asin,title,rating,ratings_count,price_amount,price_currency,price_raw,offers_text,url
1,B00AI7COA4,"REXONA Maximum Protection Women's Deodorant Stick Clean Scent 45 ml | Anti-perspirant, 96 hours of effectiveness anti-perspir",4.6,23145,4747.0,KRW,"KRW 4,747",,https://www.amazon.com/-/en/REXONA-Maximum-Protection-Womens-Deodorant/dp/B00AI7COA4/ref=zg_bs_g_212073031_d_sccl_1/522-2462171-1872706
2,B0FPCC599C,"medicube Body Peel Shot with Hypochlorous Acid | Soft Body Scrub for Dead Cells & Irregular Texture, with Rice Extract & Pant",4.3,1809,44740.0,KRW,"KRW 44,740",,https://www.amazon.com/-/en/medicube-Body-Peel-Shot-Hypochlorous/dp/B0FPCC599C/ref=zg_bs_g_212073031_d_sccl_2/522-2462171-1872706
3,B086R8LQJ9,ETIAXIL - Deperspirant - Excessive Sweat Treatment - Underarms - Sensitive Skin - 15 ml | 100% efficace contre la transpirati,4.6,4744,13230.0,KRW,"KRW 13,230",,https://www.amazon.com/-/en/ETIAXIL-Deperspirant-Excessive-Treatment-Underarms/dp/B086R8LQJ9/ref=zg_bs_g_212073031_d_sccl_3/522-2462171-1872706
4,B0C8TNGR3V,"Le Petit Marseillais Refill Hand Wash Cream Milk, Berlingot 250 ml | Liquid soap refill with 92% natural ingredients, pH neut",4.8,1179,1074.0,KRW,"KRW 1,074",,https://www.amazon.com/-/en/Petit-Marseillais-Refill-Cream-Berlingot/dp/B0C8TNGR3V/ref=zg_bs_g_212073031_d_sccl_4/522-2462171-1872706
5,B0F3P1MG43,"Natural Liquid Soap Marseille Vegetable Oils Glycerine 1L | 96% natural ingredients, Saponified vegetable oils, No dyes witho",4.7,1122,6318.0,KRW,"KRW 6,318",,https://www.amazon.com/-/en/Natural-Liquid-Marseille-Vegetable-Glycerine/dp/B0F3P1MG43/ref=zg_bs_g_212073031_d_sccl_5/522-2462171-1872706
6,B0DDV251TR,"by Amazon Hand Soap Refill, Ginger and Lemon, 2 x1000ml",4.3,7137,6350.0,KRW,"KRW 6,350",,https://www.amazon.com/-/en/Amazon-Refill-Ginger-Lemon-x1000ml/dp/B0DDV251TR/ref=zg_bs_g_212073031_d_sccl_6/522-2462171-1872706
7,B0GHPJLKRC,"MIXA Progressive Self-Tanning Body Lotion for Dry Skin Shea Apricot 250 ml | Active self-tanning plant origin, Uniform natura",4.6,393,9862.0,KRW,"KRW 9,862",,https://www.amazon.com/-/en/MIXA-Progressive-Self-Tanning-Lotion-Apricot/dp/B0GHPJLKRC/ref=zg_bs_g_212073031_d_sccl_7/522-2462171-1872706
8,B0CS61SDSV,"Yiclick 3 Pack Japanese Exfoliating Washcloths, Korean Exfoliating Washcloths for Back Shower Bath Body African Sponge Loofah",4.5,7186,13342.0,KRW,"KRW 13,342",,https://www.amazon.com/-/en/Yiclick-Japanese-Exfoliating-Washcloths-African/dp/B0CS61SDSV/ref=zg_bs_g_212073031_d_sccl_8/522-2462171-1872706
9,B09MZG3FMB,"Le Petit Marseillais Organic Aloe Vera High Tolerance Shower Gel, 400 ml | Moisturizing, Formula composed of 98% ingredients",4.4,944,22290.0,KRW,"KRW 22,290",,https://www.amazon.com/-/en/Petit-Marseillais-Organic-Tolerance-Shower/dp/B09MZG3FMB/ref=zg_bs_g_212073031_d_sccl_9/522-2462171-1872706
10,B07DX7SXBY,"LE PETIT OLIVIER - Extra Soft & Moisturizing Shower Cream - Cherry Blossom - PH Neutral For Skin - No Soap, No Dye - Made in",4.6,1013,43281.0,KRW,"KRW 43,281",,https://www.amazon.com/-/en/PETIT-OLIVIER-Moisturizing-Blossom-Neutral/dp/B07DX7SXBY/ref=zg_bs_g_212073031_d_sccl_10/522-2462171-1872706
11,B0D6BTFKSR,"Wild - Refillable Natural Deodorant - Aluminium Free - Variety Pack of Refill - Includes Fresh Cotton & Sea Salt, Cherry Blos",4.6,5451,35279.0,KRW,"KRW 35,279",,https://www.amazon.com/-/en/Wild-Refillable-Deodorant-Aluminium-protection/dp/B0D6BTFKSR/ref=zg_bs_g_212073031_d_sccl_11/522-2462171-1872706
12,B0BYSPLL7S,"NIVEA Face, body & hand cream (4 x 150 ml), moisturising cream with a creamy texture enriched with Eucerit, multi-purpose moi",4.7,2173,9269.0,KRW,"KRW 9,269",,https://www.amazon.com/-/en/NIVEA-moisturising-texture-enriched-multi-purpose/dp/B0BYSPLL7S/ref=zg_bs_g_212073031_d_sccl_12/522-2462171-1872706
13,B07YNZFVN3,"Bi-Oil Care Oil - Stretch Marks, Scars, Dry Skin - 1 x 60 ml",4.6,10732,13342.0,KRW,"KRW 13,342",,https://www.amazon.com/-/en/Bi-Oil-Care-Oil-Stretch-Marks/dp/B07YNZFVN3/ref=zg_bs_g_212073031_d_sccl_13/522-2462171-1872706
14,B07YQFZ6CJ,Nivea Men Original 72H Black & White Deodorant Spray 50 ml | Anti-Perspirant Underarm 72H - 5-in-1 Protection Anti-Smear & An,4.5,1792,9798.0,KRW,"KRW 9,798",,https://www.amazon.com/-/en/Nivea-Original-Black-White-Deodorant/dp/B07YQFZ6CJ/ref=zg_bs_g_212073031_d_sccl_14/522-2462171-1872706
15,B0DZDBXPXW,"Sanex, Derma Therapy Anti-Itch Shower Oil, Shower Gel, 425 ml | Body Wash Oil for Skin Prone to Atopic Eczema, Reduces Irrita",4.4,503,6094.0,KRW,"KRW 6,094",,https://www.amazon.com/-/en/Sanex-Derma-Therapy-Anti-Itch-Shower/dp/B0DZDBXPXW/ref=zg_bs_g_212073031_d_sccl_15/522-2462171-1872706
