rank,asin,title,rating,ratings_count,price_amount,price_currency,price_raw,offers_text,url
1,B08P4YPB8Q,"Maybelline New York Black Mascara for Extremely Long Eyelashes, Lash Sensational Sky High Mascara, Very Black, 7.2 ml",4.4,37389,11.02,USD,USD 11.02,,https://www.amazon.com/-/en/Maybelline-Mascara-Extremely-Eyelashes-Sensational/dp/B08P4YPB8Q/ref=zg_bs_g_beauty_d_sccl_1/705-8959596-4661437
2,B0B2RM68G2,"Biodance Bio-Collagen Real Deep Mask Pack of 4 - Face Masks, Face Mask, Women, Face Mask, Face Mask, Pore Refining, Wrinkle T",4.4,43838,11.82,USD,USD 11.82,,https://www.amazon.com/-/en/Biodance-Bio-Collagen-Real-Deep-Mask/dp/B0B2RM68G2/ref=zg_bs_g_beauty_d_sccl_2/705-8959596-4661437
3,B0F2TQW9QD,"BIONOBLE Rosemary Oil Hair Organic - Hair Oil Growth, Scalp Oil, Beard - 50 | 100% natural, hexane-free, rosemary oil, rosema",4.4,64609,16.21,USD,USD 16.21,,https://www.amazon.com/-/en/BIONOBLE-Rosemary-Oil-Hair-Organic/dp/B0F2TQW9QD/ref=zg_bs_g_beauty_d_sccl_3/705-8959596-4661437
4,B0DK4Y2YP3,"celimax The Vita A Retinal Shot Tightening Booster | 0.1% retinal, 3% matryxyl, highly effective retinoid, anti-ageing, pore",4.4,24021,19.0,USD,USD 19.00,,https://www.amazon.com/-/en/celimax-Vita-Retinal-Tightening-Booster/dp/B0DK4Y2YP3/ref=zg_bs_g_beauty_d_sccl_4/705-8959596-4661437
5,B09V7Z4TJG,"medicube Zero Pore Pad 2.0 Peeling Toner Pads for Pore Care | Double-sided face pad with 4.5% AHA & 0.45% BHA, lactic acid, s",4.6,30520,19.89,USD,USD 19.89,,https://www.amazon.com/-/en/medicube-Zero-Pore-Peeling-Toner/dp/B09V7Z4TJG/ref=zg_bs_g_beauty_d_sccl_5/705-8959596-4661437
6,B08DJ18C85,"Remington D3198 Ionic Hair Dryer, 2200 W, Ion Care Ceramic Ring: Gentle Styling & Even Heat Distribution, 3 Heat Settings & 2",4.5,37904,34.78,USD,USD 34.78,,https://www.amazon.com/-/en/Remington-D3198-Ionic-Dryer-Ceramic/dp/B08DJ18C85/ref=zg_bs_g_beauty_d_sccl_6/705-8959596-4661437
7,B01MDTVZTZ,"The Ordinary Niacinamide 10% + Zinc 1%, 30 ml",4.6,62563,5.86,USD,USD 5.86,,https://www.amazon.com/-/en/Ordinary-Niacinamide-10-Zinc-1/dp/B01MDTVZTZ/ref=zg_bs_g_beauty_d_sccl_7/705-8959596-4661437
8,B0BFQ9RD5B,d'alba Piedmont Italian White Truffle First Spray Serum (100 ml) | Moisturizing Facial Spray Radiant Skin Soothing Vegan Kore,4.5,34188,25.5,USD,USD 25.50,,https://www.amazon.com/-/en/dalba-Piedmont-Italian-White-Truffle/dp/B0BFQ9RD5B/ref=zg_bs_g_beauty_d_sccl_8/705-8959596-4661437
9,B071914GGL,"The Ordinary Glycolic Acid 7% Exfoliating Toner, Aufhellender und glättender täglicher Toner für einen gleichmäßigeren Hautto",4.6,60819,16.81,USD,USD 16.81,,https://www.amazon.com/-/en/Ordinary-Glycolic-Acid-Toning-Solution/dp/B071914GGL/ref=zg_bs_g_beauty_d_sccl_9/705-8959596-4661437
10,B0CS68SFRB,"Sensitive Hand Soap Refill Pack, 2 x 1000 ml, by Amazon",4.4,7194,3.77,USD,USD 3.77,,https://www.amazon.com/-/en/Sensitive-Hand-Soap-Refill-Amazon/dp/B0CS68SFRB/ref=zg_bs_g_beauty_d_sccl_10/705-8959596-4661437
11,B09SZ5JX2Y,"d'alba Piedmont White Truffle Double Serum All-in-One Multi Balm | Vegan Skin Care, 3-in-1 Eye Care with White Truffle Agains",4.2,8770,25.5,USD,USD 25.50,,https://www.amazon.com/-/en/dalba-Piedmont-White-Truffle-Double/dp/B09SZ5JX2Y/ref=zg_bs_g_beauty_d_sccl_11/705-8959596-4661437
12,B09QXNHHK5,"Ninabella Hair Brush without Pulling, Detangler Brush, Detangling Brush & Curling Brush for Fine and Long Hair, Hair Brush fo",4.8,57050,11.59,USD,USD 11.59,,https://www.amazon.com/-/en/Ninabella-without-Detangler-Detangling-Children/dp/B09QXNHHK5/ref=zg_bs_g_beauty_d_sccl_12/705-8959596-4661437
13,B0B7RQ46LD,"CeraVe Deep Pore Cleansing Face Wash Gel for Pimples, 236 ml | For blemished skin. Frees pores with salicylic acid and clay.",4.5,34767,12.64,USD,USD 12.64,,https://www.amazon.com/-/en/CeraVe-Deep-Pore-Cleansing-Pimples/dp/B0B7RQ46LD/ref=zg_bs_g_beauty_d_sccl_13/705-8959596-4661437
14,B00M9B66BU,"UniqOne Hair Treatment Classic, 150 ml, Spray Treatment for More Volume, Smoothness & Easier Combing, Hair Care without Rinsi",4.6,65160,9.28,USD,USD 9.28,,https://www.amazon.com/-/en/UniqOne-Treatment-Classic-Smoothness-Combing/dp/B00M9B66BU/ref=zg_bs_g_beauty_d_sccl_14/705-8959596-4661437
15,B07FFJ2FZV,Wella Professionals Koleston Perfect Pure Naturals - Permanente Haarfarbe - Professionelle Coloration mit bis zu 100% Grauabd,4.6,1047,9.16,USD,USD 9.16,,https://www.amazon.com/-/en/Wella-Professionals-Koleston-Perf-Naturals/dp/B07FFJ2FZV/ref=zg_bs_g_beauty_d_sccl_15/705-8959596-4661437
16,B083JKPCFB,"Kérastase Genesis Sérum Anti-Chute Fortifiant, Stärkende Haarkur für feines und brüchiges Haar, Gegen Haarausfall und Haarbru",4.5,8567,45.17,USD,USD 45.17,,https://www.amazon.com/-/en/K%C3%A9rastase-Genesis-Strengthening-Scalp-Brittle/dp/B083JKPCFB/ref=zg_bs_g_beauty_d_sccl_16/705-8959596-4661437
17,B07FFGQY8V,Wella Professionals Koleston Perfect Rich Naturals - Permanente Haarfarbe - Professionelle Coloration mit bis zu 100% Grauabd,4.6,893,8.93,USD,USD 8.93,,https://www.amazon.com/-/en/Wella-Professionals-Professional-Colouration-Technology/dp/B07FFGQY8V/ref=zg_bs_g_beauty_d_sccl_17/705-8959596-4661437
18,B06VT4G8BD,Tea tree oil | Essential tea tree oil - aromatherapy skin care body cold-pressed. (60ml),4.5,52120,9.81,USD,USD 9.81,,https://www.amazon.com/-/en/Tea-tree-oil-Essential-cold-pressed/dp/B06VT4G8BD/ref=zg_bs_g_beauty_d_sccl_18/705-8959596-4661437
19,B0CQHXCP1X,"L'Oréal Men Expert XXXL 5-in-1 Shower Gel and Shampoo for Men, Shower Bath for Cleansing Body, Hair and Face, Men's Body Care",4.7,3770,6.9,USD,USD 6.90,,https://www.amazon.com/-/en/LOr%C3%A9al-Shampoo-Cleansing-Long-Lasting-Freshness/dp/B0CQHXCP1X/ref=zg_bs_g_beauty_d_sccl_19/705-8959596-4661437
20,B00MCSW8X0,"Remington Pro-Ceramic Hair straightener, Extra Long, Extra Wide styling plates, Black, S5525",4.6,25383,25.97,USD,USD 25.97,,https://www.amazon.com/-/en/Remington-Pro-Ceramic-straightener-styling-plates/dp/B00MCSW8X0/ref=zg_bs_g_beauty_d_sccl_20/705-8959596-4661437
