rank,asin,title,rating,ratings_count,price_amount,price_currency,price_raw,offers_text,url
1,B0DHSS4ZW3,"BIOLANE - Baby Eau de Toilette - Soft & Fresh - Unisex - 200 ml | Alcohol-free, delicately perfumed, sensitive skin, 98% natu",4.7,1683,43647.0,KRW,"KRW 43,647",,https://www.amazon.com/-/en/BIOLANE-Baby-Toilette-Fresh-Unisex/dp/B0DHSS4ZW3/ref=zg_bs_g_210965031_d_sccl_1/520-2989512-9895632
2,B0DXTLWVBL,"GRIFEMA 200ml white fine mist water spray | Reusable Spray for Hair, Face, Plants and Personal Care",4.1,2548,8749.0,KRW,"KRW 8,749",,https://www.amazon.com/GRIFEMA-200ml-white-water-spray/dp/B0DXTLWVBL/ref=zg_bs_g_210965031_d_sccl_2/520-2989512-9895632
3,B07YQFYKQH,NIVEA MEN Sensitive - After Shave Balm for Sensitive Skin - 100 ml | 24H Hydration Soothes & Protects From 5 Signs of Skin Ir,4.6,2840,5531.0,KRW,"KRW 5,531",,https://www.amazon.com/-/en/NIVEA-MEN-Sensitive-After-Shave/dp/B07YQFYKQH/ref=zg_bs_g_210965031_d_sccl_3/520-2989512-9895632
4,B00017XGDU,"Azzaro Chrome, Eau de Toilette for Men",4.8,12346,63814.0,KRW,"KRW 63,814",,https://www.amazon.com/-/en/Azzaro-Toilette-Aquatic-Intense-Freshness/dp/B00017XGDU/ref=zg_bs_g_210965031_d_sccl_4/520-2989512-9895632
5,B0CZXXRWQC,Corine de Farme Women's Eau Parfumed Tiare Monoï Care Mist 150 ml,4.4,1048,6727.0,KRW,"KRW 6,727",,https://www.amazon.com/-/en/Corine-Farme-Womens-Parfumed-Tiare/dp/B0CZXXRWQC/ref=zg_bs_g_210965031_d_sccl_5/520-2989512-9895632
6,B001BKK3LO,"Giorgio Beverly Hills, Eau de Toilette for Women, Floral Scent, Spray Spray, Vanilla, Jasmine and Bergamot, Natural Ingredien",4.4,15455,44472.0,KRW,"KRW 44,472",,https://www.amazon.com/-/en/Giorgio-Beverly-Toilette-Bergamot-Ingredients/dp/B001BKK3LO/ref=zg_bs_g_210965031_d_sccl_6/520-2989512-9895632
7,B08ZFKB8ZK,"AZZARO The Most Wanted Intense Eau De Parfum for Men - Woody Amber Fern - Cardamom, Fondant Caramel & Amber Wood - Long-Lasti",4.6,13562,,,,,https://www.amazon.com/-/en/Azzaro-Wanted-Intense-Perfume-Amber/dp/B08ZFKB8ZK/ref=zg_bs_g_210965031_d_sccl_7/520-2989512-9895632
8,B003XJBWDY,"JEANNE ARTHES - Eau de Parfum for Women Amore Mio - Floral & Fresh - Tonka Bean, White Musk - Made in France À Grasse - Gift",4.3,3152,53350.0,KRW,"KRW 53,350",,https://www.amazon.com/-/en/JEANNE-ARTHES-Parfum-Floral-France/dp/B003XJBWDY/ref=zg_bs_g_210965031_d_sccl_8/520-2989512-9895632
9,B000C213ZM,"Drakkar Noir de Guy Laroche - Eau de Toilette Sensuel & Intrépide - Boisé et Aromatique, Notes de Mousse de Chêne, Patchouli",4.5,30600,71139.0,KRW,"KRW 71,139",,https://www.amazon.com/-/en/Drakkar-Guy-Laroche-Fearless-Toilette/dp/B000C213ZM/ref=zg_bs_g_210965031_d_sccl_9/520-2989512-9895632
10,B088WCR8M3,"Azzaro Sport Eau de Toilette - Men's Fragrance Fresh and Pure - Citrus, Aromatic & Woody Fragrance - For Casual Everyday Wear",4.5,4087,45523.0,KRW,"KRW 45,523",,https://www.amazon.com/-/en/Azzaro-Sport-Eau-Toilette-Fragrance/dp/B088WCR8M3/ref=zg_bs_g_210965031_d_sccl_10/520-2989512-9895632
11,B00IOEEOCE,"DIESEL Only The Brave - Eau De Toilette Homme - Boisé Ambré - Citron Frais, Ambre & Accord de Cuir - Tenue Longue Durée - Spr",4.7,15721,44100.0,KRW,"KRW 44,100",,https://www.amazon.com/-/en/Diesel-Brave-Toilette-Spray-Fragrance/dp/B00IOEEOCE/ref=zg_bs_g_210965031_d_sccl_11/520-2989512-9895632
12,B000JLAWIA,MUGLER A*MEN Men's Eau de Toilette Refillable Fragrance Oriental Woody Gourmand Male Fragrance,4.6,2850,76654.0,KRW,"KRW 76,654",,https://www.amazon.com/-/en/Mugler-Toilette-Amber-Gourmet-Refillable/dp/B000JLAWIA/ref=zg_bs_g_210965031_d_sccl_12/520-2989512-9895632
13,B01AY5UDU2,"Giorgio Beverly Hills Perfume Mist Women Floral Spray Spray 8 fl oz | Floral mist with a marked trail mixing orange blossom,",4.3,3276,11045.0,KRW,"KRW 11,045",,https://www.amazon.com/-/en/Giorgio-Beverly-Hills-Perfume-Floral/dp/B01AY5UDU2/ref=zg_bs_g_210965031_d_sccl_13/520-2989512-9895632
14,B002QQN37S,"Tiger Balm® Tiger Balm® White Balm, Cold Effect, After Exercise, 19 g",4.7,754,11902.0,KRW,"KRW 11,902",,https://www.amazon.com/-/en/Tiger-Balm%C2%AE-Balm-Effect-Exercise/dp/B002QQN37S/ref=zg_bs_g_210965031_d_sccl_14/520-2989512-9895632
15,B0FR46YJJM,4 x 20 ml Small Spray Bottle Transparent Spray Bottles Set of Portable Travel Bottles Cosmetic Sprayers for Perfumes Oils Alc,4.4,141,6453.0,KRW,"KRW 6,453",,https://www.amazon.com/-/en/Transparent-Portable-Cosmetic-Sprayers-Perfumes/dp/B0FR46YJJM/ref=zg_bs_g_210965031_d_sccl_15/520-2989512-9895632
16,B0BYSCSPLM,"ULRIC DE VARENS - Varens Sweet Vanilla Caramel Eau de Parfum - Gourmand, Caramel, Vanilla - Women's perfume - Spray - Made in",4.3,907,46882.0,KRW,"KRW 46,882",,https://www.amazon.com/-/en/ULRIC-VARENS-Vanilla-Caramel-Gourmand/dp/B0BYSCSPLM/ref=zg_bs_g_210965031_d_sccl_16/520-2989512-9895632
