rank,asin,title,rating,ratings_count,price_amount,price_currency,price_raw,offers_text,url
1,B00M9B66BU,"REVLON PROFESSIONAL UniqOne All in One Thermal Hair Protector, Deep Hydration Hair, Spray Treatment Without Rinse, Detangler",4.5,102586,37459.0,KRW,"KRW 37,459",,https://www.amazon.com/-/en/REVLON-PROFESSIONAL-Protector-Hydration-Treatment/dp/B00M9B66BU/ref=zg_bs_g_4347698031_d_sccl_1/525-4783264-7084843
2,B087R9HVRR,Alpecin Caffeine Shampoo C1 2x 375ml | Anti-Hair Loss Shampoo for Men and Caffeine | Treatment for Hair Loss | Alpecin Shampo,4.4,8459,35127.0,KRW,"KRW 35,127",,https://www.amazon.com/-/en/Alpecin-Caffeine-Shampoo-Anti-Hair-Treatment/dp/B087R9HVRR/ref=zg_bs_g_4347698031_d_sccl_2/525-4783264-7084843
3,B0BZZJWGPQ,"Kérastase Nutritive Night Repair Serum for Dry Hair, Revitalizes, Nourishes and Repairs, With Anti-Dryness Niacinamide, 8H Ma",4.5,8377,86852.0,KRW,"KRW 86,852",,https://www.amazon.com/-/en/K%C3%A9rastase-Nutritive-Magic-Night-Professional/dp/B0BZZJWGPQ/ref=zg_bs_g_4347698031_d_sccl_3/525-4783264-7084843
4,B083JKPCFB,"Kérastase, Genesis, Anti-Hair Loss Serum, Fortifying, Activator and Daily Strengthener, For Weak or Fragile Hair, Anti-Chute",4.5,8382,87858.0,KRW,"KRW 87,858",,https://www.amazon.com/-/en/K%C3%A9rastase-Genesis-Professional-Treatment-Serum/dp/B083JKPCFB/ref=zg_bs_g_4347698031_d_sccl_4/525-4783264-7084843
5,B07PZ2H67L,"Beter - Natural Fiber Anti-Pull Skeleton Hair Brush Made of Wheat Fibers, Detangling Hair Brush, Anti-Tangle and Anti-Breakag",4.6,8511,6470.0,KRW,"KRW 6,470",,https://www.amazon.com/-/en/Beter-Anti-Pull-Detangling-Anti-Tangle-Anti-Breakage/dp/B07PZ2H67L/ref=zg_bs_g_4347698031_d_sccl_5/525-4783264-7084843
6,B0F2TQW9QD,"BIONOBLE Rosemary Oil for Hair Bio, Pure - Growth - 50 ml | 100% Natural Origin - Rosemary Oil Hair Growth, Castor, Argan, Jo",4.4,63529,15687.0,KRW,"KRW 15,687",,https://www.amazon.com/-/en/BIONOBLE-Rosemary-Oil-Hair-Pure/dp/B0F2TQW9QD/ref=zg_bs_g_4347698031_d_sccl_6/525-4783264-7084843
7,B00WN2BY7G,"Vichy, Dercos Technique, Anti-Dandruff Shampoo, For Oily Hair, 390 ml | Double effectiveness against adherent dandruff and it",4.7,11911,26901.0,KRW,"KRW 26,901",,https://www.amazon.com/-/en/Vichy-Dercos-Technique-Anti-Dandruff-Shampoo/dp/B00WN2BY7G/ref=zg_bs_g_4347698031_d_sccl_7/525-4783264-7084843
8,B00X9WCH9S,"L'Oréal Paris Elvive Extraordinary Oil Multi-Purpose Nourishing Serum, 100 ml | Sérum Enriquecido Con Aceites de Camellia y M",4.7,4354,29792.0,KRW,"KRW 29,792",,https://www.amazon.com/-/en/LOr%C3%A9al-Paris-Extraordinary-Multi-Purpose-Nourishing/dp/B00X9WCH9S/ref=zg_bs_g_4347698031_d_sccl_8/525-4783264-7084843
9,B082DDM32Y,"Cecotec Bamba PrecisionCare Wet&Dry Hair Clipper. Stainless Steel Blades with Titanium Coating, Lithium Battery, Autonomy up",4.5,3540,26278.0,KRW,"KRW 26,278",,https://www.amazon.com/-/en/Cecotec-PrecisionCare-Clipper-Stainless-Titanium/dp/B082DDM32Y/ref=zg_bs_g_4347698031_d_sccl_9/525-4783264-7084843
10,B0007506U2,"Catwalk by TIGI Curls Rock Amplifier, Styling Cream, 150 ml | Anti-Frizz Moisturizing Definer for Natural Curly & Wavy Hair,",4.4,35515,10000.0,KRW,"KRW 10,000",,https://www.amazon.com/-/en/Catwalk-TIGI-Curls-Amplifier-Styling/dp/B0007506U2/ref=zg_bs_g_4347698031_d_sccl_10/525-4783264-7084843
